"seqID","kbase_suffix","Domain","Phylum","Class","Order","Family","Genus","Species","FastANI Reference","FastANI Reference Radius","FastANI Taxonomy","FastANI ANI","FastANI Alignment Fraction","Closest Placement Reference","Closest Placement Taxonomy","Closest Placement ANI","Closest Placement Alignment Fraction","Classification Method","Note","Other Related References","MSA AA Percent","RED Value","Warnings","kbase_file","Marker Lineage","# Genomes","# Markers","# Marker Sets","0","1","2","3","4","5+","Completeness","Contamination","Contamination level"
"165","TCS_genomes_10","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","Stenotrophomonas rhizophila","GCF_000661955.1","95","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas rhizophila","98.26","0.92","GCF_000661955.1","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas rhizophila","98.26","0.92","taxonomic classification defined by topology and ANI","topological placement and ANI have congruent species assignments","GCF_009832905.1, s__Stenotrophomonas m...","97.58","-","-","TCS_genomes_10_DRAM","f__Xanthomonadaceae",55,659,290,0,657,2,0,0,0,100,0.13,"Very low"
"166","TCS_genomes_10","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","","-","-","-","-","-","-","-","-","-","taxonomic classification defined by topology and ANI","-","GCF_012986595.1, s__Pseudomonas_E kore...","98.61","0.9995309647","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_10_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.22,"Very low"
"167","TCS_genomes_10","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp001952855","GCF_001952855.1","95","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp001952855","98.49","0.9","GCF_000346775.1","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_T","83.7","0.68","ANI","topological placement and ANI have incongruent species assignments","GCF_900105735.1, s__Pseudomonas_E yama...","10.9","-","Genome has more than 87.5% of markers with multiple hits;Genome domain questionable ( 11.7% Bacterial, 2.5% Archaeal)","TCS_genomes_10_DRAM","k__Bacteria",5449,103,57,0,16,86,1,0,0,100,96.55,"Very high"
"168","TCS_genomes_10","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","","-","-","-","-","-","-","-","-","-","taxonomic classification defined by topology and ANI","-","GCF_012986595.1, s__Pseudomonas_E kore...","98.61","0.9995309647","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_10_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.22,"Very low"
"169","TCS_genomes_10","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp001952855","GCF_001952855.1","95","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp001952855","98.68","0.94","GCF_001952855.1","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp001952855","98.68","0.94","taxonomic classification defined by topology and ANI","topological placement and ANI have congruent species assignments","GCF_900105735.1, s__Pseudomonas_E yama...","97.78","-","-","TCS_genomes_10_DRAM","o__Pseudomonadales",185,813,308,0,810,3,0,0,0,100,0.38,"Very low"
"17","TCS_genomes_1","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp003851685","GCF_003851685.1","95","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp003851685","96.73","0.928","GCF_003851685.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp003851685","96.73","0.928","ani_screen","classification based on ANI only","GCF_003852235.1, s__Pseudomonas_E sp00...","96.21","-","-","TCS_genomes_1_DRAM","o__Pseudomonadales",185,813,308,1,810,2,0,0,0,99.92,0.43,"Very low"
"170","TCS_genomes_10","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp002840155","GCA_002840155.1","95","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp002840155","96.28","0.92","GCA_002840155.1","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp002840155","96.28","0.92","taxonomic classification defined by topology and ANI","topological placement and ANI have congruent species assignments","GCF_900105355.1, s__Pseudomonas_E angu...","98.67","-","-","TCS_genomes_10_DRAM","o__Pseudomonadales",185,813,308,0,809,4,0,0,0,100,0.49,"Very low"
"171","TCS_genomes_10","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Aeromonadaceae","Aeromonas","Aeromonas rivipollensis","GCF_010974825.1","95","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas rivipollensis","97.57","0.91","GCF_010974825.1","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas rivipollensis","97.57","0.91","taxonomic classification defined by topology and ANI","topological placement and ANI have congruent species assignments","GCF_000819985.1, s__Aeromonas media, 9...","98.63","-","-","TCS_genomes_10_DRAM","c__Gammaproteobacteria",899,312,185,1,311,0,0,0,0,99.97,0,"No detectable contamination"
"172","TCS_genomes_10","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Shewanellaceae","Shewanella","Shewanella sp002966515","GCF_002966515.1","95","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Shewanella;s__Shewanella sp002966515","97.28","0.89","GCF_002966515.1","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Shewanella;s__Shewanella sp002966515","97.28","0.89","taxonomic classification defined by topology and ANI","topological placement and ANI have congruent species assignments","GCF_002838165.1, s__Shewanella sp00283...","98.53","-","-","TCS_genomes_10_DRAM","o__Alteromonadales",30,868,324,2,861,4,1,0,0,99.84,1.07,"Low"
"173","TCS_genomes_10","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","","-","-","-","-","-","-","-","-","-","taxonomic classification defined by topology and ANI","-","GCF_001308855.1, s__Pseudomonas_E sp00...","97.8","0.9962062225","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_10_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.13,"Very low"
"174","TCS_genomes_10","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","","-","-","-","-","-","GCF_001297125.1","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp001297125","93.47","0.78","taxonomic classification defined by topology and ANI","-","GCF_900187425.1, s__Pseudomonas_E sp90...","98.69","0.9950577122","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_10_DRAM","o__Pseudomonadales",185,813,308,0,809,4,0,0,0,100,0.36,"Very low"
"175","TCS_genomes_10","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","","-","-","-","-","-","-","-","-","-","taxonomic classification defined by topology and ANI","-","GCF_012935755.1, s__Pseudomonas_E sp01...","97.84","0.9986487895","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_10_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.22,"Very low"
"176","TCS_genomes_10","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp003852235","GCF_003852235.1","95","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp003852235","97.06","0.88","GCF_003852235.1","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp003852235","97.06","0.88","taxonomic classification defined by topology and ANI","topological placement and ANI have congruent species assignments","GCF_003851685.1, s__Pseudomonas_E sp00...","97.76","-","-","TCS_genomes_10_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.22,"Very low"
"177","TCS_genomes_10","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E cedrina","GCF_001983175.1","95","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E cedrina","97.3","0.92","GCF_001983175.1","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E cedrina","97.3","0.92","taxonomic classification defined by topology and ANI","topological placement and ANI have congruent species assignments","GCF_012844475.1, s__Pseudomonas_E sp01...","97.8","-","-","TCS_genomes_10_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.22,"Very low"
"178","TCS_genomes_10","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E fluorescens_AO","GCF_000817895.1","95","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_AO","97.74","0.94","GCF_000817895.1","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_AO","97.74","0.94","taxonomic classification defined by topology and ANI","topological placement and ANI have congruent species assignments","GCF_005233515.1, s__Pseudomonas_E sp00...","97.88","-","-","TCS_genomes_10_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.16,"Very low"
"179","TCS_genomes_11","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","","-","-","-","-","-","GCF_001984065.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp001984065","91.87","0.848","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCF_902498195.1, s__Pseudomonas_E fluo...","96.78","0.99746","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_11_DRAM","o__Pseudomonadales",185,813,308,1,810,2,0,0,0,99.98,0.43,"Very low"
"18","TCS_genomes_1","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp009764265","GCF_009764265.1","95","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp009764265","95.58","0.865","GCF_009764265.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp009764265","95.58","0.865","ani_screen","classification based on ANI only","GCF_019956575.1, s__Pseudomonas_E sp01...","97.7","-","-","TCS_genomes_1_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.14,"Very low"
"180","TCS_genomes_11","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","","-","-","-","-","-","GCF_010095445.2","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp010095445","93.48","0.868","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCF_900187425.1, s__Pseudomonas_E sp90...","97.78","0.9975","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_11_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11,"Very low"
"181","TCS_genomes_11","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Pantoea","Pantoea sp900115075","GCF_900115075.1","95","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pantoea;s__Pantoea sp900115075","96.38","0.792","-","-","-","-","ani_screen","classification based on ANI only","-","-","-","Insufficient number of amino acids in MSA (2.5%)","TCS_genomes_11_DRAM","k__Bacteria",5449,103,57,0,2,99,2,0,0,100,102.12,"Very high"
"182","TCS_genomes_11","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E yamanorum","GCF_900105735.1","95","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E yamanorum","98.85","0.956","GCF_900105735.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E yamanorum","98.85","0.956","ani_screen","classification based on ANI only","GCF_001952855.1, s__Pseudomonas_E sp00...","96.76","-","-","TCS_genomes_11_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.22,"Very low"
"183","TCS_genomes_11","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","","-","-","-","-","-","GCF_001870435.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E costantinii","89.28","0.765","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCF_002022275.1, s__Pseudomonas_E fluo...","97.54","0.99696","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_11_DRAM","o__Pseudomonadales",185,813,308,0,804,9,0,0,0,100,0.82,"Very low"
"184","TCS_genomes_11","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E cedrina","GCF_001983175.1","95","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E cedrina","96.95","0.861","-","-","-","-","ani_screen","classification based on ANI only","-","-","-","Insufficient number of amino acids in MSA (9.3%)","TCS_genomes_11_DRAM","k__Bacteria",5449,103,57,2,15,86,0,0,0,98.09,95.5,"Very high"
"185","TCS_genomes_11","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","","-","-","-","-","-","GCF_001297125.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp001297125","93.45","0.8","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCF_008369325.1, s__Pseudomonas_E sp00...","98.67","0.99616","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_11_DRAM","o__Pseudomonadales",185,813,308,0,798,15,0,0,0,100,1.77,"Low"
"186","TCS_genomes_11","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","","-","-","-","-","-","GCF_001297125.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp001297125","93.58","0.807","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCF_008369325.1, s__Pseudomonas_E sp00...","98.67","0.99641","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_11_DRAM","o__Pseudomonadales",185,813,308,0,808,5,0,0,0,100,0.41,"Very low"
"187","TCS_genomes_11","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","","-","-","-","-","-","-","-","-","-","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCF_003151075.1, s__Pseudomonas_E sp00...","97.84","0.99027","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_11_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.27,"Very low"
"188","TCS_genomes_11","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","","-","-","-","-","-","GCF_021605415.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E syringae_S","88.98","0.838","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCF_021601625.1, s__Pseudomonas_E para...","97.7","0.99594","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_11_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.43,"Very low"
"189","TCS_genomes_11","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","","-","-","-","-","-","GCF_021605415.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E syringae_S","89.01","0.834","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCF_021602345.1, s__Pseudomonas_E phar...","97.7","0.99594","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_11_DRAM","o__Pseudomonadales",185,813,308,0,811,2,0,0,0,100,0.43,"Very low"
"19","TCS_genomes_2","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp016651305","GCF_016651305.1","95","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp016651305","95.61","0.884","GCF_016651305.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp016651305","95.61","0.884","ani_screen","classification based on ANI only","GCF_018326005.1, s__Pseudomonas_E sp00...","97.76","-","-","TCS_genomes_2_DRAM","o__Pseudomonadales",185,813,308,1,811,1,0,0,0,99.68,0.11,"Very low"
"190","TCS_genomes_11","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","","-","-","-","-","-","GCF_003851685.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp003851685","94.55","0.894","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCF_003852235.1, s__Pseudomonas_E sp00...","97.04","0.99961","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_11_DRAM","o__Pseudomonadales",185,813,308,0,808,5,0,0,0,100,0.28,"Very low"
"191","TCS_genomes_11","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Pantoea","Pantoea sp900115075","GCF_900115075.1","95","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pantoea;s__Pantoea sp900115075","96.5","0.921","GCF_900115075.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pantoea;s__Pantoea sp900115075","96.5","0.921","ani_screen","classification based on ANI only","GCF_013415305.1, s__Pantoea sp00241993...","98.59","-","-","TCS_genomes_11_DRAM","f__Enterobacteriaceae",223,876,305,0,873,3,0,0,0,100,0.41,"Very low"
"192","TCS_genomes_11","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","","-","-","-","-","-","-","-","-","-","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCF_900105485.1, s__Pseudomonas_E gran...","97.72","0.99978","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_11_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11,"Very low"
"193","TCS_genomes_11","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","","-","-","-","-","-","GCF_021605415.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E syringae_S","89.28","0.858","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCF_021018765.1, s__Pseudomonas_E sp02...","97.7","0.99646","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_11_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11,"Very low"
"194","TCS_genomes_11","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp002080045","GCF_002080045.1","95","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp002080045","96.02","0.884","GCF_002080045.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp002080045","96.02","0.884","ani_screen","classification based on ANI only","GCF_003605735.1, s__Pseudomonas_E sp00...","97.74","-","-","TCS_genomes_11_DRAM","o__Pseudomonadales",185,813,308,1,807,5,0,0,0,99.68,0.54,"Very low"
"195","TCS_genomes_11","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter cancerogenus","GCF_019047785.1","95","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter cancerogenus","98.66","0.902","GCF_019047785.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter cancerogenus","98.66","0.902","ani_screen","classification based on ANI only","GCF_004331265.1, s__Enterobacter wuhou...","97.44","-","-","TCS_genomes_11_DRAM","f__Enterobacteriaceae",223,876,305,0,875,1,0,0,0,100,0.08,"Very low"
"196","TCS_genomes_11","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter cancerogenus","GCF_019047785.1","95","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter cancerogenus","98.68","0.903","GCF_019047785.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter cancerogenus","98.68","0.903","ani_screen","classification based on ANI only","GCF_004331265.1, s__Enterobacter wuhou...","97.44","-","-","TCS_genomes_11_DRAM","f__Enterobacteriaceae",223,876,305,0,875,1,0,0,0,100,0.08,"Very low"
"197","TCS_genomes_12","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E sp003851685","GCF_003851685.1","95","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp003851685","95.59","0.89","GCF_003851685.1","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp003851685","95.59","0.89","taxonomic classification defined by topology and ANI","topological placement and ANI have congruent species assignments","GCF_003852235.1, s__Pseudomonas_E sp00...","97.08","-","-","TCS_genomes_12_DRAM","o__Pseudomonadales",185,813,308,2,809,2,0,0,0,99.63,0.19,"Very low"
"198","TCS_genomes_12","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E fluorescens_T","GCF_000346775.1","95","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_T","97.21","0.91","GCF_000346775.1","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_T","97.21","0.91","taxonomic classification defined by topology and ANI","topological placement and ANI have congruent species assignments","GCF_013608025.1, s__Pseudomonas_E neoa...","97.74","-","-","TCS_genomes_12_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11,"Very low"
"199","TCS_genomes_12","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","Pseudomonas_E fluorescens_T","GCF_000346775.1","95","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_T","97.26","0.91","GCF_000346775.1","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fluorescens_T","97.26","0.91","taxonomic classification defined by topology and ANI","topological placement and ANI have congruent species assignments","GCF_013608025.1, s__Pseudomonas_E neoa...","97.74","-","-","TCS_genomes_12_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11,"Very low"
"2","TCS_genomes_1","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E","","-","-","-","-","-","GCF_003851685.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp003851685","94.31","0.902","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCF_003852235.1, s__Pseudomonas_E sp00...","97.74","0.99942","Genome not assigned to closest species as it falls outside its pre-defined ANI radius","TCS_genomes_1_DRAM","o__Pseudomonadales",185,813,308,0,812,1,0,0,0,100,0.11,"Very low"
